"","Population.Code","Region.Country.Area","Year","Series","Value","Footnotes","Source"
"1740",670,"Saint Vincent & Grenadines",2018,"Current health expenditure (% of GDP)",4.1,"Data revision.;Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1741",670,"Saint Vincent & Grenadines",2019,"Current health expenditure (% of GDP)",4.3,"Data revision.;Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1742",670,"Saint Vincent & Grenadines",2020,"Current health expenditure (% of GDP)",4.8,"Data revision.;Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1743",670,"Saint Vincent & Grenadines",2005,"Domestic general government health expenditure (% of total government expenditure)",9,"Data revision.;Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1744",670,"Saint Vincent & Grenadines",2010,"Domestic general government health expenditure (% of total government expenditure)",8.2,"Data revision.;Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1745",670,"Saint Vincent & Grenadines",2015,"Domestic general government health expenditure (% of total government expenditure)",9.2,"Data revision.;Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1746",670,"Saint Vincent & Grenadines",2018,"Domestic general government health expenditure (% of total government expenditure)",10.2,"Data revision.;Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1747",670,"Saint Vincent & Grenadines",2019,"Domestic general government health expenditure (% of total government expenditure)",9.5,"Data revision.;Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1748",670,"Saint Vincent & Grenadines",2020,"Domestic general government health expenditure (% of total government expenditure)",9.7,"Data revision.;Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1749",882,"Samoa",2005,"Current health expenditure (% of GDP)",4.8,"Data refer to fiscal years beginning 1 July.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1750",882,"Samoa",2010,"Current health expenditure (% of GDP)",5.3,"Data refer to fiscal years beginning 1 July.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1751",882,"Samoa",2015,"Current health expenditure (% of GDP)",5.8,"Data refer to fiscal years beginning 1 July.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1752",882,"Samoa",2018,"Current health expenditure (% of GDP)",5.1,"Data refer to fiscal years beginning 1 July.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1753",882,"Samoa",2019,"Current health expenditure (% of GDP)",6,"Data refer to fiscal years beginning 1 July.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1754",882,"Samoa",2020,"Current health expenditure (% of GDP)",5.3,"Data refer to fiscal years beginning 1 July.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1755",882,"Samoa",2005,"Domestic general government health expenditure (% of total government expenditure)",10.4,"Data refer to fiscal years beginning 1 July.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1756",882,"Samoa",2010,"Domestic general government health expenditure (% of total government expenditure)",13.2,"Data refer to fiscal years beginning 1 July.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1757",882,"Samoa",2015,"Domestic general government health expenditure (% of total government expenditure)",14.3,"Data refer to fiscal years beginning 1 July.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1758",882,"Samoa",2018,"Domestic general government health expenditure (% of total government expenditure)",12.3,"Data refer to fiscal years beginning 1 July.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1759",882,"Samoa",2019,"Domestic general government health expenditure (% of total government expenditure)",13.6,"Data refer to fiscal years beginning 1 July.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1760",882,"Samoa",2020,"Domestic general government health expenditure (% of total government expenditure)",11.7,"Data refer to fiscal years beginning 1 July.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1761",674,"San Marino",2005,"Current health expenditure (% of GDP)",4.9,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1762",674,"San Marino",2010,"Current health expenditure (% of GDP)",6.3,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1763",674,"San Marino",2015,"Current health expenditure (% of GDP)",8.6,"Data revision.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1764",674,"San Marino",2018,"Current health expenditure (% of GDP)",8.5,"Data revision.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1765",674,"San Marino",2019,"Current health expenditure (% of GDP)",8.4,"Data revision.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1766",674,"San Marino",2020,"Current health expenditure (% of GDP)",8.7,"Data revision.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1767",674,"San Marino",2005,"Domestic general government health expenditure (% of total government expenditure)",19.7,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1768",674,"San Marino",2010,"Domestic general government health expenditure (% of total government expenditure)",22,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1769",674,"San Marino",2015,"Domestic general government health expenditure (% of total government expenditure)",28.2,"Data revision.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1770",674,"San Marino",2018,"Domestic general government health expenditure (% of total government expenditure)",30.6,"Data revision.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1771",674,"San Marino",2019,"Domestic general government health expenditure (% of total government expenditure)",32.9,"Data revision.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
